human_geneid,human_EnsemblID,human_Symbol,human_type_of_gene,human_description,mouse_EnsemblID,mouse_geneid,mouse_Symbol
22916,ENSG00000114503,NCBP2,protein-coding,nuclear cap binding protein subunit 2,ENSMUSG00000022774,68092,Ncbp2
22917,ENSG00000149506,ZP1,protein-coding,zona pellucida glycoprotein 1,ENSMUSG00000024734,22786,Zp1
22918,ENSG00000125810,CD93,protein-coding,CD93 molecule,ENSMUSG00000027435,17064,Cd93
22919,ENSG00000101367,MAPRE1,protein-coding,microtubule associated protein RP/EB family member 1,ENSMUSG00000027479,13589,Mapre1
22920,ENSG00000075945,KIFAP3,protein-coding,kinesin associated protein 3,ENSMUSG00000026585,16579,Kifap3
22921,ENSG00000148450,MSRB2,protein-coding,methionine sulfoxide reductase B2,ENSMUSG00000023094,76467,Msrb2
22924,ENSG00000084764,MAPRE3,protein-coding,microtubule associated protein RP/EB family member 3,ENSMUSG00000029166,100732,Mapre3
22925,ENSG00000153246,PLA2R1,protein-coding,phospholipase A2 receptor 1,ENSMUSG00000054580,18779,Pla2r1
22926,ENSG00000118217,ATF6,protein-coding,activating transcription factor 6,ENSMUSG00000026663,226641,Atf6
22927,ENSG00000130956,HABP4,protein-coding,hyaluronan binding protein 4,ENSMUSG00000021476,56541,Habp4
22928,ENSG00000179918,SEPHS2,protein-coding,selenophosphate synthetase 2,ENSMUSG00000049091,20768,Sephs2
22929,ENSG00000086475,SEPHS1,protein-coding,selenophosphate synthetase 1,ENSMUSG00000026662,109079,Sephs1
22930,ENSG00000115839,RAB3GAP1,protein-coding,RAB3 GTPase activating protein catalytic subunit 1,ENSMUSG00000036104,226407,Rab3gap1
22931,ENSG00000099246,RAB18,protein-coding,"RAB18, member RAS oncogene family",ENSMUSG00000073639,19330,Rab18
22933,ENSG00000068903,SIRT2,protein-coding,sirtuin 2,ENSMUSG00000015149,64383,Sirt2
22934,ENSG00000153574,RPIA,protein-coding,ribose 5-phosphate isomerase A,ENSMUSG00000053604,19895,Rpia
22936,ENSG00000118985,ELL2,protein-coding,elongation factor for RNA polymerase II 2,ENSMUSG00000001542,192657,Ell2
22937,ENSG00000114650,SCAP,protein-coding,SREBF chaperone,ENSMUSG00000032485,235623,Scap
22938,ENSG00000100603,SNW1,protein-coding,SNW domain containing 1,ENSMUSG00000021039,66354,Snw1
22941,ENSG00000162105,SHANK2,protein-coding,SH3 and multiple ankyrin repeat domains 2,ENSMUSG00000037541,210274,Shank2
22943,ENSG00000107984,DKK1,protein-coding,dickkopf WNT signaling pathway inhibitor 1,ENSMUSG00000024868,13380,Dkk1
22944,ENSG00000151657,KIN,protein-coding,Kin17 DNA and RNA binding protein,ENSMUSG00000037262,16588,Kin
22948,ENSG00000150753,CCT5,protein-coding,chaperonin containing TCP1 subunit 5,ENSMUSG00000022234,12465,Cct5
22949,ENSG00000106853,PTGR1,protein-coding,prostaglandin reductase 1,ENSMUSG00000028378,67103,Ptgr1
22950,ENSG00000163798,SLC4A1AP,protein-coding,solute carrier family 4 member 1 adaptor protein,ENSMUSG00000029141,20534,Slc4a1ap
22953,ENSG00000187848,P2RX2,protein-coding,purinergic receptor P2X 2,ENSMUSG00000029503,231602,P2rx2
22954,ENSG00000119401,TRIM32,protein-coding,tripartite motif containing 32,ENSMUSG00000051675,69807,Trim32
22955,ENSG00000010803,SCMH1,protein-coding,Scm polycomb group protein homolog 1,ENSMUSG00000000085,29871,Scmh1
22974,ENSG00000088325,TPX2,protein-coding,TPX2 microtubule nucleation factor,ENSMUSG00000027469,72119,Tpx2
22976,ENSG00000157212,PAXIP1,protein-coding,PAX interacting protein 1,ENSMUSG00000002221,55982,Paxip1
22978,ENSG00000076685,NT5C2,protein-coding,"5'-nucleotidase, cytosolic II",ENSMUSG00000025041,76952,Nt5c2
22979,ENSG00000084710,EFR3B,protein-coding,EFR3 homolog B,ENSMUSG00000020658,668212,Efr3b
22980,ENSG00000141002,TCF25,protein-coding,transcription factor 25,ENSMUSG00000001472,66855,Tcf25
22981,ENSG00000101004,NINL,protein-coding,ninein like,ENSMUSG00000068115,78177,Ninl
22982,ENSG00000151240,DIP2C,protein-coding,disco interacting protein 2 homolog C,ENSMUSG00000048264,208440,Dip2c
22983,ENSG00000105613,MAST1,protein-coding,microtubule associated serine/threonine kinase 1,ENSMUSG00000053693,56527,Mast1
22984,ENSG00000148843,PDCD11,protein-coding,programmed cell death 11,ENSMUSG00000025047,18572,Pdcd11
22985,ENSG00000100813,ACIN1,protein-coding,apoptotic chromatin condensation inducer 1,ENSMUSG00000022185,56215,Acin1
22986,ENSG00000156395,SORCS3,protein-coding,sortilin related VPS10 domain containing receptor 3,ENSMUSG00000063434,66673,Sorcs3
22987,ENSG00000122012,SV2C,protein-coding,synaptic vesicle glycoprotein 2C,ENSMUSG00000051111,75209,Sv2c
22989,ENSG00000144821,MYH15,protein-coding,myosin heavy chain 15,ENSMUSG00000092009,667772,Myh15
22990,ENSG00000100731,PCNX1,protein-coding,pecanex 1,ENSMUSG00000021140,54604,Pcnx1
22992,ENSG00000173120,KDM2A,protein-coding,lysine demethylase 2A,ENSMUSG00000054611,225876,Kdm2a
22993,ENSG00000113716,HMGXB3,protein-coding,HMG-box containing 3,ENSMUSG00000024622,106894,Hmgxb3
22994,ENSG00000141577,CEP131,protein-coding,centrosomal protein 131,ENSMUSG00000039781,12009,Cep131
22995,ENSG00000103995,CEP152,protein-coding,centrosomal protein 152,ENSMUSG00000068394,99100,Cep152
22996,ENSG00000085831,TTC39A,protein-coding,tetratricopeptide repeat domain 39A,ENSMUSG00000028555,230603,Ttc39a
22997,ENSG00000080854,IGSF9B,protein-coding,immunoglobulin superfamily member 9B,ENSMUSG00000034275,235086,Igsf9b
22998,ENSG00000064042,LIMCH1,protein-coding,LIM and calponin homology domains 1,ENSMUSG00000037736,77569,Limch1
22999,ENSG00000079841,RIMS1,protein-coding,regulating synaptic membrane exocytosis 1,ENSMUSG00000041670,116837,Rims1
23001,ENSG00000163625,WDFY3,protein-coding,WD repeat and FYVE domain containing 3,ENSMUSG00000043940,72145,Wdfy3
23002,ENSG00000100592,DAAM1,protein-coding,dishevelled associated activator of morphogenesis 1,ENSMUSG00000034574,208846,Daam1
23005,ENSG00000137802,MAPKBP1,protein-coding,mitogen-activated protein kinase binding protein 1,ENSMUSG00000033902,26390,Mapkbp1
23007,ENSG00000114805,PLCH1,protein-coding,phospholipase C eta 1,ENSMUSG00000036834,269437,Plch1
23008,ENSG00000128607,KLHDC10,protein-coding,kelch domain containing 10,ENSMUSG00000029775,76788,Klhdc10
23011,ENSG00000080371,RAB21,protein-coding,"RAB21, member RAS oncogene family",ENSMUSG00000020132,216344,Rab21
23012,ENSG00000211455,STK38L,protein-coding,serine/threonine kinase 38 like,ENSMUSG00000001630,232533,Stk38l
23013,ENSG00000065526,SPEN,protein-coding,spen family transcriptional repressor,ENSMUSG00000040761,56381,Spen
23014,ENSG00000135108,FBXO21,protein-coding,F-box protein 21,ENSMUSG00000032898,231670,Fbxo21
23016,ENSG00000075914,EXOSC7,protein-coding,exosome component 7,ENSMUSG00000025785,66446,Exosc7
23017,ENSG00000135472,FAIM2,protein-coding,Fas apoptotic inhibitory molecule 2,ENSMUSG00000023011,72393,Faim2
23019,ENSG00000125107,CNOT1,protein-coding,CCR4-NOT transcription complex subunit 1,ENSMUSG00000036550,234594,Cnot1
23020,ENSG00000144028,SNRNP200,protein-coding,small nuclear ribonucleoprotein U5 subunit 200,ENSMUSG00000003660,320632,Snrnp200
23022,ENSG00000129116,PALLD,protein-coding,"palladin, cytoskeletal associated protein",ENSMUSG00000058056,72333,Palld
23023,ENSG00000172765,TMCC1,protein-coding,transmembrane and coiled-coil domain family 1,ENSMUSG00000030126,330401,Tmcc1
23024,ENSG00000121440,PDZRN3,protein-coding,PDZ domain containing ring finger 3,ENSMUSG00000035357,55983,Pdzrn3
23025,ENSG00000130477,UNC13A,protein-coding,unc-13 homolog A,ENSMUSG00000034799,382018,Unc13a
23026,ENSG00000041515,MYO16,protein-coding,myosin XVI,ENSMUSG00000039057,244281,Myo16
23028,ENSG00000004487,KDM1A,protein-coding,lysine demethylase 1A,ENSMUSG00000036940,99982,Kdm1a
23029,ENSG00000188739,RBM34,protein-coding,RNA binding motif protein 34,ENSMUSG00000033931,52202,Rbm34
23030,ENSG00000127663,KDM4B,protein-coding,lysine demethylase 4B,ENSMUSG00000024201,193796,Kdm4b
23031,ENSG00000099308,MAST3,protein-coding,microtubule associated serine/threonine kinase 3,ENSMUSG00000031833,546071,Mast3
23032,ENSG00000077254,USP33,protein-coding,ubiquitin specific peptidase 33,ENSMUSG00000025437,170822,Usp33
23033,ENSG00000083097,DOP1A,protein-coding,DOP1 leucine zipper like protein A,ENSMUSG00000034973,320615,Dop1a
23034,ENSG00000020577,SAMD4A,protein-coding,sterile alpha motif domain containing 4A,ENSMUSG00000021838,74480,Samd4
23035,ENSG00000040199,PHLPP2,protein-coding,PH domain and leucine rich repeat protein phosphatase 2,ENSMUSG00000031732,244650,Phlpp2
23036,ENSG00000188994,ZNF292,protein-coding,zinc finger protein 292,ENSMUSG00000039967,30046,Zfp292
23037,ENSG00000133401,PDZD2,protein-coding,PDZ domain containing 2,ENSMUSG00000022197,68070,Pdzd2
23038,ENSG00000142784,WDTC1,protein-coding,WD and tetratricopeptide repeats 1,ENSMUSG00000037622,230796,Wdtc1
23039,ENSG00000130227,XPO7,protein-coding,exportin 7,ENSMUSG00000022100,65246,Xpo7
23040,ENSG00000186487,MYT1L,protein-coding,myelin transcription factor 1 like,ENSMUSG00000061911,17933,Myt1l
23041,ENSG00000061987,MON2,protein-coding,"MON2 homolog, regulator of endosome-to-Golgi trafficking",ENSMUSG00000034602,67074,Mon2
23042,ENSG00000179889,PDXDC1,protein-coding,pyridoxal dependent decarboxylase domain containing 1,ENSMUSG00000022680,94184,Pdxdc1
23043,ENSG00000154310,TNIK,protein-coding,TRAF2 and NCK interacting kinase,ENSMUSG00000027692,665113,Tnik
23046,ENSG00000116852,KIF21B,protein-coding,kinesin family member 21B,ENSMUSG00000041642,16565,Kif21b
23047,ENSG00000083642,PDS5B,protein-coding,PDS5 cohesin associated factor B,ENSMUSG00000034021,100710,Pds5b
23048,ENSG00000187239,FNBP1,protein-coding,formin binding protein 1,ENSMUSG00000075415,14269,Fnbp1
23049,ENSG00000157106,SMG1,protein-coding,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,ENSMUSG00000030655,233789,Smg1
23051,ENSG00000174306,ZHX3,protein-coding,zinc fingers and homeoboxes 3,ENSMUSG00000035877,320799,Zhx3
23052,ENSG00000149218,ENDOD1,protein-coding,endonuclease domain containing 1,ENSMUSG00000037419,71946,Endod1
23053,ENSG00000214655,ZSWIM8,protein-coding,zinc finger SWIM-type containing 8,ENSMUSG00000021819,268721,Zswim8
23054,ENSG00000198646,NCOA6,protein-coding,nuclear receptor coactivator 6,ENSMUSG00000038369,56406,Ncoa6
23057,ENSG00000157064,NMNAT2,protein-coding,nicotinamide nucleotide adenylyltransferase 2,ENSMUSG00000042751,226518,Nmnat2
23059,ENSG00000103351,CLUAP1,protein-coding,clusterin associated protein 1,ENSMUSG00000014232,76779,Cluap1
23060,ENSG00000180357,ZNF609,protein-coding,zinc finger protein 609,ENSMUSG00000040524,214812,Zfp609
23061,ENSG00000197226,TBC1D9B,protein-coding,TBC1 domain family member 9B,ENSMUSG00000036644,76795,Tbc1d9b
23062,ENSG00000103365,GGA2,protein-coding,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",ENSMUSG00000030872,74105,Gga2
23063,ENSG00000062650,WAPL,protein-coding,WAPL cohesin release factor,ENSMUSG00000041408,218914,Wapl
23064,ENSG00000107290,SETX,protein-coding,senataxin,ENSMUSG00000043535,269254,Setx
23065,ENSG00000127463,EMC1,protein-coding,ER membrane protein complex subunit 1,ENSMUSG00000078517,230866,Emc1
23066,ENSG00000144712,CAND2,protein-coding,cullin associated and neddylation dissociated 2 (putative),ENSMUSG00000030319,67088,Cand2
23067,ENSG00000139718,SETD1B,protein-coding,"SET domain containing 1B, histone lysine methyltransferase",ENSMUSG00000038384,208043,Setd1b
23070,ENSG00000137200,CMTR1,protein-coding,cap methyltransferase 1,ENSMUSG00000024019,74157,Cmtr1
23071,ENSG00000023318,ERP44,protein-coding,endoplasmic reticulum protein 44,ENSMUSG00000028343,76299,Erp44
23072,ENSG00000002746,HECW1,protein-coding,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",ENSMUSG00000021301,94253,Hecw1
23074,ENSG00000111647,BLTP3B,protein-coding,bridge-like lipid transfer protein family member 3B,ENSMUSG00000019951,75089,Bltp3b
23075,ENSG00000133789,SWAP70,protein-coding,switching B cell complex subunit SWAP70,ENSMUSG00000031015,20947,Swap70
23076,ENSG00000160208,RRP1B,protein-coding,ribosomal RNA processing 1B,ENSMUSG00000058392,72462,Rrp1b
23077,ENSG00000005810,MYCBP2,protein-coding,MYC binding protein 2,ENSMUSG00000033004,105689,Mycbp2
23078,ENSG00000102763,VWA8,protein-coding,von Willebrand factor A domain containing 8,ENSMUSG00000058997,219189,Vwa8
23080,ENSG00000105778,AVL9,protein-coding,AVL9 cell migration associated,ENSMUSG00000029787,78937,Avl9
23081,ENSG00000107077,KDM4C,protein-coding,lysine demethylase 4C,ENSMUSG00000028397,76804,Kdm4c
23082,ENSG00000148840,PPRC1,protein-coding,PPARG related coactivator 1,ENSMUSG00000055491,226169,Pprc1
23085,ENSG00000082805,ERC1,protein-coding,ELKS/RAB6-interacting/CAST family member 1,ENSMUSG00000030172,111173,Erc1
23086,ENSG00000110723,EXPH5,protein-coding,exophilin 5,ENSMUSG00000034584,320051,Exph5
23087,ENSG00000104228,TRIM35,protein-coding,tripartite motif containing 35,ENSMUSG00000022043,66854,Trim35
23089,ENSG00000242265,PEG10,protein-coding,paternally expressed 10,ENSMUSG00000092035,170676,Peg10
23090,ENSG00000102935,ZNF423,protein-coding,zinc finger protein 423,ENSMUSG00000045333,94187,Zfp423
23091,ENSG00000123200,ZC3H13,protein-coding,zinc finger CCCH-type containing 13,ENSMUSG00000022000,67302,Zc3h13
23092,ENSG00000145819,ARHGAP26,protein-coding,Rho GTPase activating protein 26,ENSMUSG00000036452,71302,Arhgap26
23093,ENSG00000119685,TTLL5,protein-coding,tubulin tyrosine ligase like 5,ENSMUSG00000012609,320244,Ttll5
23094,ENSG00000105738,SIPA1L3,protein-coding,signal induced proliferation associated 1 like 3,ENSMUSG00000030583,74206,Sipa1l3
23095,ENSG00000054523,KIF1B,protein-coding,kinesin family member 1B,ENSMUSG00000063077,16561,Kif1b
23096,ENSG00000124313,IQSEC2,protein-coding,IQ motif and Sec7 domain ArfGEF 2,ENSMUSG00000041115,245666,Iqsec2
23097,ENSG00000155111,CDK19,protein-coding,cyclin dependent kinase 19,ENSMUSG00000038481,78334,Cdk19
23098,ENSG00000004139,SARM1,protein-coding,sterile alpha and TIR motif containing 1,ENSMUSG00000050132,237868,Sarm1
23099,ENSG00000169155,ZBTB43,protein-coding,zinc finger and BTB domain containing 43,ENSMUSG00000026788,71834,Zbtb43
23101,ENSG00000053524,MCF2L2,protein-coding,MCF.2 cell line derived transforming sequence-like 2,NA,NA,NA
23102,ENSG00000167202,TBC1D2B,protein-coding,TBC1 domain family member 2B,ENSMUSG00000037410,67016,Tbc1d2b
23105,ENSG00000053108,FSTL4,protein-coding,follistatin like 4,ENSMUSG00000036264,320027,Fstl4
23107,ENSG00000113048,MRPS27,protein-coding,mitochondrial ribosomal protein S27,ENSMUSG00000041632,218506,Mrps27
23108,ENSG00000132359,RAP1GAP2,protein-coding,RAP1 GTPase activating protein 2,ENSMUSG00000038807,380711,Rap1gap2
23109,ENSG00000181418,DDN,protein-coding,dendrin,ENSMUSG00000059213,13199,Ddn
23111,ENSG00000133104,SPART,protein-coding,spartin,ENSMUSG00000036580,229285,Spart
23112,ENSG00000100354,TNRC6B,protein-coding,trinucleotide repeat containing adaptor 6B,ENSMUSG00000047888,213988,Tnrc6b
23113,ENSG00000112659,CUL9,protein-coding,cullin 9,ENSMUSG00000040327,78309,Cul9
23114,ENSG00000163531,NFASC,protein-coding,neurofascin,ENSMUSG00000026442,269116,Nfasc
23116,ENSG00000198718,TOGARAM1,protein-coding,TOG array regulator of axonemal microtubules 1,ENSMUSG00000035614,328108,Togaram1
23118,ENSG00000055208,TAB2,protein-coding,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,ENSMUSG00000015755,68652,Tab2
23119,ENSG00000169635,HIC2,protein-coding,HIC ZBTB transcriptional repressor 2,ENSMUSG00000050240,58180,Hic2
23120,ENSG00000118322,ATP10B,protein-coding,ATPase phospholipid transporting 10B (putative),ENSMUSG00000055415,319767,Atp10b
23122,ENSG00000163539,CLASP2,protein-coding,cytoplasmic linker associated protein 2,ENSMUSG00000033392,76499,Clasp2
23125,ENSG00000108509,CAMTA2,protein-coding,calmodulin binding transcription activator 2,ENSMUSG00000040712,216874,Camta2
23126,ENSG00000143442,POGZ,protein-coding,pogo transposable element derived with ZNF domain,ENSMUSG00000038902,229584,Pogz
23127,ENSG00000198756,COLGALT2,protein-coding,collagen beta(1-O)galactosyltransferase 2,ENSMUSG00000032649,269132,Colgalt2
23129,ENSG00000004399,PLXND1,protein-coding,plexin D1,ENSMUSG00000030123,67784,Plxnd1
23130,ENSG00000110046,ATG2A,protein-coding,autophagy related 2A,ENSMUSG00000024773,329015,Atg2a
23131,ENSG00000186566,GPATCH8,protein-coding,G-patch domain containing 8,ENSMUSG00000034621,237943,Gpatch8
23132,ENSG00000164080,RAD54L2,protein-coding,RAD54 like 2,ENSMUSG00000040661,81000,Rad54l2
23133,ENSG00000172943,PHF8,protein-coding,PHD finger protein 8,ENSMUSG00000041229,320595,Phf8
23135,ENSG00000132510,KDM6B,protein-coding,lysine demethylase 6B,ENSMUSG00000018476,216850,Kdm6b
23136,ENSG00000082397,EPB41L3,protein-coding,erythrocyte membrane protein band 4.1 like 3,ENSMUSG00000024044,13823,Epb41l3
23137,ENSG00000198887,SMC5,protein-coding,structural maintenance of chromosomes 5,ENSMUSG00000024943,226026,Smc5
23138,ENSG00000145911,N4BP3,protein-coding,NEDD4 binding protein 3,ENSMUSG00000001053,212706,N4bp3
23139,ENSG00000086015,MAST2,protein-coding,microtubule associated serine/threonine kinase 2,ENSMUSG00000003810,17776,Mast2
23140,ENSG00000074755,ZZEF1,protein-coding,zinc finger ZZ-type and EF-hand domain containing 1,ENSMUSG00000055670,195018,Zzef1
23141,ENSG00000176915,ANKLE2,protein-coding,ankyrin repeat and LEM domain containing 2,ENSMUSG00000029501,71782,Ankle2
23142,ENSG00000109184,DCUN1D4,protein-coding,defective in cullin neddylation 1 domain containing 4,ENSMUSG00000051674,100737,Dcun1d4
23143,ENSG00000136141,LRCH1,protein-coding,leucine rich repeats and calponin homology domain containing 1,ENSMUSG00000068015,380916,Lrch1
23144,ENSG00000014164,ZC3H3,protein-coding,zinc finger CCCH-type containing 3,ENSMUSG00000075600,223642,Zc3h3
23145,ENSG00000197558,SSPOP,pseudo,"SCO-spondin, pseudogene",NA,NA,NA
23148,ENSG00000136274,NACAD,protein-coding,NAC alpha domain containing,ENSMUSG00000041073,192950,Nacad
23149,ENSG00000130475,FCHO1,protein-coding,FCH and mu domain containing endocytic adaptor 1,ENSMUSG00000070000,74015,Fcho1
23150,ENSG00000114541,FRMD4B,protein-coding,FERM domain containing 4B,ENSMUSG00000030064,232288,Frmd4b
23151,ENSG00000075240,GRAMD4,protein-coding,GRAM domain containing 4,ENSMUSG00000035900,223752,Gramd4
23152,ENSG00000079432,CIC,protein-coding,capicua transcriptional repressor,ENSMUSG00000005442,71722,Cic
23154,ENSG00000020129,NCDN,protein-coding,neurochondrin,ENSMUSG00000028833,26562,Ncdn
23155,ENSG00000121940,CLCC1,protein-coding,chloride channel CLIC like 1,ENSMUSG00000027884,229725,Clcc1
23157,ENSG00000125354,SEPTIN6,protein-coding,septin 6,ENSMUSG00000050379,56526,Septin6
23158,ENSG00000109436,TBC1D9,protein-coding,TBC1 domain family member 9,ENSMUSG00000031709,71310,Tbc1d9
23160,ENSG00000163811,WDR43,protein-coding,WD repeat domain 43,ENSMUSG00000041057,72515,Wdr43
23161,ENSG00000071189,SNX13,protein-coding,sorting nexin 13,ENSMUSG00000020590,217463,Snx13
23162,ENSG00000138834,MAPK8IP3,protein-coding,mitogen-activated protein kinase 8 interacting protein 3,ENSMUSG00000024163,30957,Mapk8ip3
23163,ENSG00000125447,GGA3,protein-coding,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",ENSMUSG00000020740,260302,Gga3
23164,ENSG00000133030,MPRIP,protein-coding,myosin phosphatase Rho interacting protein,ENSMUSG00000005417,26936,Mprip
23165,ENSG00000155561,NUP205,protein-coding,nucleoporin 205,ENSMUSG00000038759,70699,Nup205
23166,ENSG00000010327,STAB1,protein-coding,stabilin 1,ENSMUSG00000042286,192187,Stab1
23167,ENSG00000132294,EFR3A,protein-coding,EFR3 homolog A,ENSMUSG00000015002,76740,Efr3a
23168,ENSG00000137815,RTF1,protein-coding,"RTF1 homolog, Paf1/RNA polymerase II complex component",ENSMUSG00000027304,76246,Rtf1
23169,ENSG00000116704,SLC35D1,protein-coding,solute carrier family 35 member D1,ENSMUSG00000028521,242585,Slc35d1
23170,ENSG00000100304,TTLL12,protein-coding,tubulin tyrosine ligase like 12,ENSMUSG00000016757,223723,Ttll12
23171,ENSG00000152642,GPD1L,protein-coding,glycerol-3-phosphate dehydrogenase 1 like,ENSMUSG00000050627,333433,Gpd1l
23172,ENSG00000165660,ABRAXAS2,protein-coding,"abraxas 2, BRISC complex subunit",ENSMUSG00000030965,109359,Abraxas2
23173,ENSG00000164024,METAP1,protein-coding,methionyl aminopeptidase 1,ENSMUSG00000005813,75624,Metap1
